# timestamp_s, ang_vel_x, ang_vel_y, ang_vel_z, lin_acc_x, lin_acc_y, lin_acc_z
0.000000000,-0.133447112,-0.104679352,-0.064036989,0.334592775,-7.141119914,-5.111218008
0.001000960,0.012494116,-0.043959287,-0.074689633,0.224421877,-5.852599406,-4.186740469
0.002001920,0.202111169,-0.015197147,-0.093864385,0.095090822,-6.619005656,-6.136286368
0.003004160,0.253243862,-0.038632963,-0.117300202,0.008870119,-8.434430461,-9.527634024
0.004004864,0.096650006,-0.074851952,-0.133279177,-0.029450193,-9.191256633,-11.376589102
0.005007104,-0.103515252,-0.058115106,-0.116357508,-0.142062906,-7.683702428,-9.848427784
0.006008064,-0.190866919,0.026040778,-0.072681666,-0.180383218,-4.919849889,-6.097827198
0.007009024,-0.042795171,0.136828282,-0.014092128,-0.309714273,-3.363087194,-3.482465870
0.008010240,0.210737757,0.200744131,0.029583711,-0.381564859,-4.565386999,-4.263242238
0.009010944,0.322590506,0.171981991,0.029583711,-0.386354898,-7.544791296,-7.424668019
0.010013184,0.168127171,0.081434531,-0.013026864,-0.443835367,-9.623668249,-9.843637745
0.011014144,-0.137603697,0.008996548,-0.056702708,-0.462995523,-8.900372350,-8.885629933
0.012015104,-0.334677601,0.005800756,-0.063094295,-0.506105874,-5.992818639,-5.072758839
0.013016832,-0.251587009,0.067586093,-0.031136357,-0.515685953,-3.636119421,-1.896962941
0.014018048,0.038283054,0.118797273,0.021015909,-0.464410131,-4.188234357,-2.446984625
0.015019008,0.234291694,0.087904605,0.036994875,-0.507520482,-7.330499982,-6.719699468
0.016020992,0.141613704,-0.010099715,0.014624323,-0.555420873,-10.285954083,-11.006784429
0.017022208,-0.183291932,-0.102777713,-0.020529400,-0.593741186,-10.391334943,-11.562428961
0.018022912,-0.455999611,-0.117691415,-0.036508367,-0.756602514,-7.507731427,-8.051330328
0.019025152,-0.413389033,-0.034600795,-0.020529400,-0.689541967,-4.279245099,-3.792985601
0.020026112,-0.065047588,0.070860382,0.012493794,-0.215328100,-3.733180646,-2.772707281
0.021028096,0.309925469,0.096426720,0.026342231,0.287626002,-6.453922833,-5.886232672
0.022028800,0.412190838,0.019727687,0.001841151,0.512757838,-10.166203107,-10.264328375
0.023030016,0.185093297,-0.098863504,-0.041236210,0.278234448,-11.852880423,-12.019526413
0.024032000,-0.143008124,-0.156387792,-0.083846779,-0.301360279,-10.195526907,-9.447275437
0.025032960,-0.265513551,-0.092471917,-0.097695217,-0.593552662,-6.751488821,-4.662026413
0.026034176,-0.060982771,0.040686129,-0.081716250,-0.387580982,-4.576811087,-1.768842820
0.027036160,0.293750261,0.137625193,-0.054019383,-0.028328052,-5.486918509,-3.191484421
0.028037120,0.486563107,0.129103069,-0.036975148,0.172853588,-8.375312063,-7.435459031
0.029038080,0.353405086,0.040686129,-0.044432003,-0.095388599,-10.363178274,-10.673525437
0.030040064,0.015716260,-0.023229737,-0.067867812,-0.742043872,-9.524921439,-10.309482468
0.031040768,-0.243142998,0.006597667,-0.082781514,-1.221047779,-6.497616751,-6.951665085
0.032041984,-0.225162632,0.115094889,-0.072386414,-1.058005453,-3.757335973,-3.777311124
0.033043968,0.015587131,0.207772887,-0.042559018,-0.253278890,-3.359762731,-3.418058194
0.034045184,0.243553704,0.183271805,-0.008470556,0.503547282,-5.160817419,-5.755597257
0.035046912,0.265924257,0.046917969,0.013899998,0.647248454,-7.177423864,-8.370958585
0.036048128,0.092286170,-0.103284304,0.017095791,0.201774821,-7.512726598,-8.821222257
0.037049088,-0.094135106,-0.168265443,0.008573677,-0.583791585,-6.003864294,-6.828566007
0.038050816,-0.120766700,-0.112871684,-0.001013703,-0.986154867,-4.403991247,-4.476656827
0.039052032,0.005999755,-0.007410512,-0.006340027,-0.636482015,-4.566852575,-4.203624600
0.040052736,0.116787248,0.030939005,-0.003144232,-0.032937093,-6.497238317,-6.306451749
0.041055232,0.057368879,-0.027982704,0.011900912,0.382806520,-8.475013739,-8.705763756
0.042055936,-0.141835554,-0.118530175,0.037467257,0.287005739,-8.666615301,-8.954845787
0.043057152,-0.304820996,-0.141965992,0.057707280,-0.230318480,-6.851190497,-6.756217858
0.044058880,-0.261145187,-0.049287991,0.063033602,-0.541671019,-4.896854559,-4.308507897
0.045060096,-0.034243862,0.096653225,0.053446222,-0.311749144,-4.944754950,-4.303717858
0.046061824,0.170286901,0.176548049,0.040663050,0.344486208,-7.210443426,-7.014879967
0.047063040,0.155373199,0.124350100,0.028945142,0.924080934,-9.744374090,-10.104455162
0.048063744,-0.067267052,-0.003481624,0.021488291,0.991141481,-10.117997137,-10.583459069
0.049065984,-0.279254683,-0.088702779,0.022553556,0.607938356,-7.742137762,-7.628004967
0.050066944,-0.240753088,-0.056034367,0.037179454,0.000435428,-4.714584901,-3.680643233
0.051068160,0.058586218,0.067536304,0.055288948,-0.445038205,-4.010449158,-2.473553389
0.052070144,0.374969756,0.159149045,0.060615270,-0.459408322,-6.486899354,-5.309256514
0.053071104,0.418645565,0.119734253,0.035048925,-0.377977658,-10.021948182,-9.687352217
0.054072064,0.128893672,-0.016619586,-0.012887974,-0.473778439,-11.353579041,-11.560257491
0.055074304,-0.252470997,-0.125276551,-0.046976436,-0.713280392,-9.020830018,-8.839515303
0.056075008,-0.388824811,-0.109297584,-0.036323787,-1.062953244,-4.843915955,-3.632742842
0.057076992,-0.148075065,0.019599402,0.018004696,-1.043793088,-2.549487244,-0.662918623
0.058077952,0.253529594,0.128256368,0.081920557,-0.550419064,-4.139780213,-2.693895186
0.059078912,0.444780610,0.104769591,0.098958778,-0.101715357,-7.954229856,-8.143596354
0.060080896,0.256228822,-0.028388453,0.067000845,0.075516088,-10.382779661,-12.219919596
0.061082112,-0.154963218,-0.153024394,0.007346037,-0.096925318,-9.137369504,-11.554104166
0.062083072,-0.424475103,-0.156220188,-0.034199272,-0.417857935,-5.286178098,-6.902976236
0.063085056,-0.319013924,-0.025192660,-0.025677157,-0.278946802,-2.455265012,-2.769172525
0.064086272,0.048502273,0.119683293,0.012672360,0.401238744,-3.236041379,-2.970354166
0.065086976,0.335058406,0.147380176,0.041434498,1.153274877,-6.708819700,-6.936506510
0.066088960,0.294578341,0.047245315,0.040369233,1.517317846,-9.630743528,-10.639206705
0.067089920,-0.010087267,-0.075260091,0.015868152,1.100584447,-9.525362668,-10.452395182
0.068090880,-0.284611632,-0.095334249,-0.005397079,0.196113632,-7.005430344,-6.791079947
0.069093120,-0.296329541,0.010126921,-0.009658136,-0.306840470,-5.007984055,-3.462002798
0.070094080,-0.093929298,0.149676563,-0.007527608,-0.005068009,-5.640269212,-3.658394400
0.071096064,0.069056160,0.199743975,-0.010723401,0.632007187,-8.140669602,-6.987471548
0.072097024,0.009401353,0.132632324,-0.014984461,0.842768905,-9.912984055,-10.148897329
0.073098240,-0.207912576,0.041019591,-0.014984461,0.157793319,-9.242378587,-10.335708853
0.074099968,-0.352788522,0.034628004,-0.010723401,-1.087616837,-6.890469407,-7.820938345
0.075100928,-0.264371608,0.135828117,-0.012853932,-1.834862931,-5.333706712,-5.540879751
0.076101888,-0.016164990,0.254072461,-0.028832894,-1.470819962,-6.066582688,-5.809121939
0.077104128,0.163787895,0.268584960,-0.054704883,-0.472473516,-8.134924772,-8.002335695
