# timestamp_s, ang_vel_x, ang_vel_y, ang_vel_z, lin_acc_x, lin_acc_y, lin_acc_z
0.000000000,0.017983599,-0.012761262,-0.023752631,1.399803961,-9.107033481,0.998123660
0.001001472,0.012657275,0.003217703,-0.019491575,1.399803961,-9.121403598,0.864002566
0.002006016,0.000939368,0.017066142,-0.013099988,1.452494390,-9.121403598,0.653240848
0.003002368,-0.015039598,0.028784047,-0.007773666,1.486024664,-9.121403598,0.576600223
0.004005376,-0.029953299,0.036240898,-0.003512609,1.509974859,-9.212414341,0.658030887
0.005003264,-0.039616550,0.037994202,0.000953474,1.575354078,-9.399922386,0.721744128
0.006009344,-0.047116398,0.039860246,0.003238235,1.688645608,-9.606436941,0.671409931
0.007005184,-0.053538344,0.039653692,0.003358610,1.840000317,-9.812854336,0.529455118
0.008010496,-0.058889311,0.035221157,-0.000805291,1.991016501,-10.004835189,0.300218997
0.009006080,-0.058912508,0.030810920,-0.007115806,2.074696706,-10.163234695,0.117990985
0.010007552,-0.050412900,0.029613512,-0.015569124,2.071581648,-10.316811815,0.135032854
0.011008000,-0.026996945,0.028432365,-0.024032966,2.011501761,-10.427226466,0.230794954
0.012008448,0.003872646,0.027258808,-0.030372605,1.915288098,-10.465710554,0.176617269
0.013013504,0.029440202,0.027184833,-0.035661602,1.801686325,-10.437077247,0.023558016
0.014010624,0.044344248,0.024961819,-0.036580523,1.701035364,-10.317660120,-0.082896085
0.015010560,0.051795739,0.018487777,-0.035396810,1.633089776,-10.135738745,-0.135219026
0.016011264,0.056046329,0.012015836,-0.029960273,1.534385741,-9.958647430,-0.152021789
0.017016576,0.054971087,0.007680726,-0.021339047,1.425149443,-9.786355326,-0.067024741
0.018012160,0.050700747,0.002286114,-0.011661999,1.348749144,-9.590115788,-0.056489320
0.019015424,0.041104640,-0.008429782,-0.000927626,1.314735835,-9.422620372,-0.192376499
0.020014080,0.020856347,-0.020206503,0.010865230,1.290305106,-9.336543141,-0.256403079
0.021014528,-0.002587365,-0.030914010,0.020521687,1.294617116,-9.307935590,-0.157558317
