1553767979529837824.000000000,-0.064981126,-0.002130529,-0.020240024,0.349672852,-6.658154297,-5.987548828
1553767979530838784.000000000,-0.064981126,-0.002130529,-0.021305289,0.349672852,-6.658154297,-6.011499023
1553767979531839744.000000000,-0.063915862,-0.002130529,-0.021305289,0.359252930,-6.662944336,-6.021079102
1553767979532840704.000000000,-0.063915862,-0.002130529,-0.021305289,0.359252930,-6.677314453,-6.025869141
1553767979533841920.000000000,-0.063915862,-0.002130529,-0.021305289,0.359252930,-6.682104492,-6.025869141
1553767979534842624.000000000,-0.063915862,-0.003195793,-0.020240024,0.349672852,-6.672524414,-6.030659180
1553767979535843840.000000000,-0.063915862,-0.003195793,-0.019174760,0.349672852,-6.662944336,-6.045029297
1553767979536844800.000000000,-0.064981126,-0.003195793,-0.019174760,0.364042969,-6.658154297,-6.045029297
1553767979537845760.000000000,-0.064981126,-0.003195793,-0.019174760,0.378413086,-6.662944336,-6.035449219
1553767979538846720.000000000,-0.064981126,-0.003195793,-0.019174760,0.378413086,-6.662944336,-6.035449219
1553767979539847936.000000000,-0.063915862,-0.003195793,-0.019174760,0.373623047,-6.658154297,-6.030659180
1553767979540848640.000000000,-0.063915862,-0.003195793,-0.019174760,0.373623047,-6.653364258,-6.021079102
1553767979541849856.000000000,-0.062850598,-0.003195793,-0.019174760,0.378413086,-6.658154297,-6.016289063
1553767979542850816.000000000,-0.062850598,-0.003195793,-0.019174760,0.383203125,-6.662944336,-6.025869141
1553767979543851776.000000000,-0.062850598,-0.002130529,-0.019174760,0.373623047,-6.662944336,-6.025869141
1553767979544852736.000000000,-0.063915862,-0.002130529,-0.019174760,0.368833008,-6.662944336,-6.025869141
1553767979545853952.000000000,-0.063915862,-0.002130529,-0.019174760,0.364042969,-6.658154297,-6.016289063
1553767979546854656.000000000,-0.063915862,-0.002130529,-0.019174760,0.359252930,-6.648574219,-5.997128906
1553767979547855872.000000000,-0.063915862,-0.001065264,-0.019174760,0.349672852,-6.643784180,-5.977968750
1553767979548856832.000000000,-0.063915862,-0.001065264,-0.019174760,0.340092773,-6.648574219,-5.977968750
1553767979549857792.000000000,-0.063915862,-0.002130529,-0.019174760,0.340092773,-6.648574219,-6.001918945
1553767979550860032.000000000,-0.062850598,-0.003195793,-0.019174760,0.335302734,-6.638994141,-6.030659180
1553767979551859968.000000000,-0.063915862,-0.003195793,-0.019174760,0.335302734,-6.638994141,-6.035449219
1553767979552861952.000000000,-0.063915862,-0.003195793,-0.019174760,0.335302734,-6.634204102,-6.030659180
1553767979553862912.000000000,-0.064981126,-0.004261057,-0.018109495,0.335302734,-6.634204102,-6.006708984
1553767979559868928.000000000,-0.064981126,-0.005326322,-0.018109495,0.359252930,-6.629414063,-5.987548828
1553767979560869888.000000000,-0.064981126,-0.005326322,-0.018109495,0.349672852,-6.634204102,-5.997128906
1553767979561870848.000000000,-0.064981126,-0.005326322,-0.018109495,0.344882813,-6.634204102,-5.992338867
1553767979562871808.000000000,-0.066046391,-0.005326322,-0.019174760,0.349672852,-6.634204102,-5.987548828
1553767979563872768.000000000,-0.067111655,-0.004261057,-0.020240024,0.354462891,-6.634204102,-5.982758789
1553767979564873984.000000000,-0.066046391,-0.003195793,-0.019174760,0.354462891,-6.634204102,-5.977968750
1553767979565874688.000000000,-0.064981126,-0.004261057,-0.020240024,0.354462891,-6.638994141,-5.977968750
1553767979566875904.000000000,-0.064981126,-0.005326322,-0.020240024,0.344882813,-6.643784180,-5.977968750
1553767979567876864.000000000,-0.064981126,-0.005326322,-0.021305289,0.344882813,-6.648574219,-5.982758789
1553767979568877824.000000000,-0.066046391,-0.004261057,-0.021305289,0.359252930,-6.648574219,-5.992338867
1553767979569878784.000000000,-0.066046391,-0.004261057,-0.021305289,0.349672852,-6.643784180,-6.001918945
1553767979570880000.000000000,-0.064981126,-0.004261057,-0.021305289,0.335302734,-6.643784180,-6.001918945
1553767979571880704.000000000,-0.064981126,-0.003195793,-0.020240024,0.335302734,-6.648574219,-6.006708984
1553767979572881920.000000000,-0.063915862,-0.003195793,-0.020240024,0.340092773,-6.662944336,-6.016289063
1553767979573882880.000000000,-0.064981126,-0.004261057,-0.020240024,0.344882813,-6.667734375,-6.021079102
1553767979574882816.000000000,-0.064981126,-0.004261057,-0.019174760,0.344882813,-6.658154297,-6.030659180
1553767979575883776.000000000,-0.064981126,-0.004261057,-0.019174760,0.344882813,-6.648574219,-6.035449219
1553767979576884736.000000000,-0.066046391,-0.003195793,-0.019174760,0.344882813,-6.653364258,-6.021079102
1553767979577885952.000000000,-0.066046391,-0.003195793,-0.019174760,0.340092773,-6.658154297,-6.006708984
1553767979578887936.000000000,-0.067111655,-0.003195793,-0.019174760,0.325722656,-6.658154297,-5.992338867
1553767979579888896.000000000,-0.067111655,-0.003195793,-0.019174760,0.320932617,-6.653364258,-5.987548828
1553767979580889856.000000000,-0.067111655,-0.003195793,-0.020240024,0.335302734,-6.638994141,-5.992338867
1553767979581890816.000000000,-0.067111655,-0.003195793,-0.020240024,0.349672852,-6.634204102,-5.992338867
1553767979582892032.000000000,-0.066046391,-0.003195793,-0.020240024,0.354462891,-6.643784180,-5.992338867
1553767979583892736.000000000,-0.066046391,-0.003195793,-0.020240024,0.359252930,-6.648574219,-5.987548828
1553767979584893952.000000000,-0.064981126,-0.002130529,-0.020240024,0.368833008,-6.648574219,-6.001918945
1553767979585894912.000000000,-0.064981126,-0.002130529,-0.021305289,0.373623047,-6.648574219,-6.016289063
1553767979586895872.000000000,-0.064981126,-0.002130529,-0.021305289,0.368833008,-6.653364258,-6.016289063
1553767979587896832.000000000,-0.063915862,-0.002130529,-0.021305289,0.359252930,-6.658154297,-6.016289063
1553767979588898048.000000000,-0.063915862,-0.003195793,-0.021305289,0.354462891,-6.658154297,-6.021079102
1553767979589898752.000000000,-0.064981126,-0.003195793,-0.021305289,0.344882813,-6.658154297,-6.035449219
1553767979590899968.000000000,-0.064981126,-0.003195793,-0.022370551,0.344882813,-6.653364258,-6.030659180
1553767979591900928.000000000,-0.066046391,-0.003195793,-0.022370551,0.349672852,-6.658154297,-6.021079102
1553767979592901888.000000000,-0.066046391,-0.004261057,-0.022370551,0.368833008,-6.662944336,-6.006708984
